2176.png,0.9424266
2177.png,0.9983082
2178.png,0.010032174
2179.png,0.9999999
2180.png,0.00030781113
2181.png,0.9991672
2182.png,0.04702795
2183.png,0.9990702
2184.png,0.643335
2185.png,0.063797876
2186.png,0.0001250881
2187.png,0.14295386
2188.png,0.59552866
2189.png,0.014260094
2190.png,2.6638289e-05
2191.png,0.9993699
2192.png,0.0059801796
2193.png,0.82209855
2194.png,0.99999523
2195.png,0.97682875
2196.png,3.2508715e-06
2197.png,0.9981686
2198.png,0.119186744
2199.png,0.9998764
2200.png,0.06950943
2201.png,0.99875677
2202.png,0.00020049902
2203.png,1.4837247e-12
2204.png,0.18812455
2205.png,0.0027213446
2206.png,1.0
2207.png,0.9998437
2208.png,0.5106994
2209.png,0.0062955166
2210.png,0.9982254
2211.png,8.949437e-06
2212.png,0.08639801
2213.png,0.9422122
2214.png,0.40716085
2215.png,0.11704461
2216.png,0.99991894
2217.png,0.00037392983
2218.png,0.99998236
2219.png,3.4667726e-05
2220.png,0.45361245
2221.png,0.15053229
2222.png,0.00054760533
2223.png,0.99999595
2224.png,0.9864688
2225.png,1.4453406e-08
2226.png,0.01629193
2227.png,0.59068304
2228.png,2.3837214e-07
2229.png,0.50983787
2230.png,0.9903632
2231.png,0.00095767487
2232.png,0.88541204
2233.png,0.26559412
2234.png,0.07468115
2235.png,0.9974166
2236.png,0.94969463
2237.png,0.99771285
2238.png,0.9897995
2239.png,0.9253765
2240.png,0.00072396564
2241.png,0.12087929
2242.png,1.2456626e-07
2243.png,0.099890776
2244.png,0.3825833
2245.png,1.3988108e-05
2246.png,0.9866258
2247.png,0.99999905
2248.png,0.00453928
2249.png,0.99172795
2250.png,0.0007911413
2251.png,0.99948406
2252.png,0.9836374
2253.png,0.9925533
2254.png,0.00014603946
2255.png,0.99996626
2256.png,0.45072496
2257.png,0.1822608
2258.png,0.99494815
2259.png,0.9999988
2260.png,0.9678697
2261.png,0.9991738
2262.png,0.9999378
2263.png,0.011699238
2264.png,0.0010206404
2265.png,0.005756517
2266.png,0.31923544
2267.png,0.20915708
2268.png,1.0315778e-06
2269.png,0.98751485
2270.png,0.99765354
2271.png,0.9965726
2272.png,0.8968129
2273.png,0.6654077
2274.png,0.8380793
2275.png,0.9999851
2276.png,0.9999237
2277.png,0.9979113
2278.png,0.9869141
2279.png,7.514954e-07
2280.png,0.9792885
2281.png,0.60941994
2282.png,0.0010615471
2283.png,0.96835417
2284.png,0.9944939
2285.png,0.11451879
2286.png,0.972779
2287.png,0.00028988518
2288.png,0.40192243
2289.png,0.16643943
2290.png,0.9017802
2291.png,0.9757698
2292.png,0.75909704
2293.png,0.0011518263
2294.png,0.43597454
2295.png,0.7059311
2296.png,0.99690944
2297.png,0.00981129
2298.png,0.9702397
2299.png,1.0
2300.png,0.056227718
2301.png,0.95798576
2302.png,0.0062737153
2303.png,0.948782
2304.png,1.8106141e-07
2305.png,0.9782138
2306.png,0.9425865
2307.png,0.09277758
2308.png,0.99159276
2309.png,0.9201218
2310.png,0.39928502
2311.png,0.99999547
2312.png,0.66557246
2313.png,0.4359448
2314.png,0.63044214
2315.png,0.0012456072
2316.png,0.0012529203
2317.png,0.0004764364
2318.png,0.999908
2319.png,0.99998355
2320.png,0.27515095
2321.png,2.4264533e-05
2322.png,0.9999254
2323.png,0.96004343
2324.png,0.9914408
2325.png,0.021439482
2326.png,0.46512264
2327.png,0.99999475
2328.png,0.491943
2329.png,0.85004705
2330.png,0.03785124
2331.png,0.9420951
2332.png,0.68462014
2333.png,0.99375546
2334.png,0.72216445
2335.png,0.37901524
2336.png,0.0005284099
2337.png,0.09507765
2338.png,0.9999511
2339.png,0.84014016
2340.png,0.0027462232
2341.png,0.9916779
2342.png,0.0040992885
2343.png,0.99997735
2344.png,0.017741177
2345.png,5.4109292e-05
2346.png,0.9999994
2347.png,0.6710315
2348.png,0.0042093797
2349.png,0.68199646
2350.png,0.91821885
2351.png,1.2346086e-06
2352.png,0.30433553
2353.png,0.9999099
2354.png,0.07717273
2355.png,0.97296226
2356.png,0.99317217
2357.png,0.09141133
2358.png,0.035563193
2359.png,0.003079257
2360.png,0.018142678
2361.png,0.17993863
2362.png,0.99005204
2363.png,6.523752e-08
2364.png,0.99999833
2365.png,0.99990416
2366.png,0.16278625
2367.png,3.694955e-05
2368.png,0.01382732
2369.png,1.0412443e-06
2370.png,0.99974746
2371.png,0.9992803
2372.png,0.1009171
2373.png,0.9494107
2374.png,0.89513385
2375.png,0.81313264
2376.png,0.1008011
2377.png,0.9098295
2378.png,0.1269569
2379.png,4.6805482e-05
2380.png,0.12376881
2381.png,3.19798e-07
2382.png,0.6740984
2383.png,0.0009913737
2384.png,0.0015352236
2385.png,0.58760566
