2176.png,0.8203086
2177.png,0.97656655
2178.png,0.030447617
2179.png,0.99997735
2180.png,0.007380955
2181.png,0.9259923
2182.png,0.046276074
2183.png,0.99085945
2184.png,0.2585516
2185.png,0.6990503
2186.png,0.0008607398
2187.png,0.3311362
2188.png,0.40230358
2189.png,0.30818635
2190.png,0.0013276018
2191.png,0.98206437
2192.png,0.028556533
2193.png,0.7818561
2194.png,0.9996057
2195.png,0.97315276
2196.png,8.170284e-05
2197.png,0.9906566
2198.png,0.7557289
2199.png,0.9903183
2200.png,0.46860117
2201.png,0.9892753
2202.png,0.005322874
2203.png,1.7795591e-09
2204.png,0.08454867
2205.png,0.010403488
2206.png,0.99998724
2207.png,0.9952042
2208.png,0.16264212
2209.png,0.020321263
2210.png,0.9982376
2211.png,8.153075e-05
2212.png,0.28628606
2213.png,0.79933614
2214.png,0.42731386
2215.png,0.50763696
2216.png,0.99892056
2217.png,0.0043154317
2218.png,0.9989213
2219.png,0.009397663
2220.png,0.47558466
2221.png,0.1379609
2222.png,0.007080514
2223.png,0.9993315
2224.png,0.9964959
2225.png,1.3183765e-06
2226.png,0.15616216
2227.png,0.866526
2228.png,0.00045116508
2229.png,0.20563841
2230.png,0.9540546
2231.png,0.10250644
2232.png,0.954434
2233.png,0.11086497
2234.png,0.33244178
2235.png,0.9705422
2236.png,0.8107318
2237.png,0.9898183
2238.png,0.91845554
2239.png,0.85795045
2240.png,0.0049741445
2241.png,0.35871628
2242.png,1.2984868e-05
2243.png,0.15429717
2244.png,0.42585045
2245.png,0.0018570236
2246.png,0.81083703
2247.png,0.9997223
2248.png,0.053197533
2249.png,0.9318935
2250.png,0.023330465
2251.png,0.9981729
2252.png,0.8361148
2253.png,0.9972837
2254.png,0.0009543616
2255.png,0.9992428
2256.png,0.42836803
2257.png,0.26171547
2258.png,0.9371296
2259.png,0.9998197
2260.png,0.8667916
2261.png,0.9966624
2262.png,0.99753785
2263.png,0.067841314
2264.png,0.30256602
2265.png,0.13010064
2266.png,0.3177848
2267.png,0.37773848
2268.png,5.4525808e-05
2269.png,0.9493356
2270.png,0.94672686
2271.png,0.9555035
2272.png,0.9701521
2273.png,0.6616015
2274.png,0.35173428
2275.png,0.9995265
2276.png,0.9989772
2277.png,0.97261286
2278.png,0.9855338
2279.png,8.457843e-05
2280.png,0.78685135
